geneSymbol,diseaseName
COL11A2,Diabetes Mellitus
KLF6,Diabetes Mellitus
CRH,Diabetes Mellitus
CRYZ,Diabetes Mellitus
CSF2,Diabetes Mellitus
CSTA,Diabetes Mellitus
CTSB,Diabetes Mellitus
CTSL,Diabetes Mellitus
CX3CR1,Diabetes Mellitus
CYBB,Diabetes Mellitus
CYP1A1,Diabetes Mellitus
CYP2C19,Diabetes Mellitus
CYP2D6,Diabetes Mellitus
CYP7A1,Diabetes Mellitus
DBP,Diabetes Mellitus
DNM2,Diabetes Mellitus
ECE1,Diabetes Mellitus
EGR1,Diabetes Mellitus
EIF5A,Diabetes Mellitus
ERCC4,Diabetes Mellitus
ETV5,Diabetes Mellitus
PTK2B,Diabetes Mellitus
FASN,Diabetes Mellitus
FAT1,Diabetes Mellitus
FGFR4,Diabetes Mellitus
MTOR,Diabetes Mellitus
GAA,Diabetes Mellitus
GC,Diabetes Mellitus
GEM,Diabetes Mellitus
GFAP,Diabetes Mellitus
FFAR1,Diabetes Mellitus
HK2,Diabetes Mellitus
HSD17B4,Diabetes Mellitus
HSPA1B,Diabetes Mellitus
HSPB1,Diabetes Mellitus
IARS,Diabetes Mellitus
IDDM3,Diabetes Mellitus
IDDM14,Diabetes Mellitus
IGFBP1,Diabetes Mellitus
IL1R1,Diabetes Mellitus
IL7,Diabetes Mellitus
TNFRSF9,Diabetes Mellitus
ITGAM,Diabetes Mellitus
KCNJ5,Diabetes Mellitus
KCNMA1,Diabetes Mellitus
KCNN4,Diabetes Mellitus
KIR3DL1,Diabetes Mellitus
LCK,Diabetes Mellitus
LCP1,Diabetes Mellitus
LIG4,Diabetes Mellitus
LNPEP,Diabetes Mellitus
SMAD2,Diabetes Mellitus
MC3R,Diabetes Mellitus
MMP14,Diabetes Mellitus
COX2,Diabetes Mellitus
TRNE,Diabetes Mellitus
NIDDM2,Diabetes Mellitus
NRF1,Diabetes Mellitus
OGG1,Diabetes Mellitus
PARK2,Diabetes Mellitus
PAX5,Diabetes Mellitus
PCBD1,Diabetes Mellitus
PCNA,Diabetes Mellitus
PCSK1,Diabetes Mellitus
PLA2G1B,Diabetes Mellitus
PLTP,Diabetes Mellitus
PPP1R3C,Diabetes Mellitus
PRSS1,Diabetes Mellitus
PTGIS,Diabetes Mellitus
PTHLH,Diabetes Mellitus
RAD1,Diabetes Mellitus
RAF1,Diabetes Mellitus
RELA,Diabetes Mellitus
RNASE6,Diabetes Mellitus
BRD2,Diabetes Mellitus
ROCK1,Diabetes Mellitus
RRAD,Diabetes Mellitus
SORT1,Diabetes Mellitus
S100A8,Diabetes Mellitus
S100A9,Diabetes Mellitus
S100B,Diabetes Mellitus
SCD,Diabetes Mellitus
CXCL5,Diabetes Mellitus
SELP,Diabetes Mellitus
SHC1,Diabetes Mellitus
SLC6A4,Diabetes Mellitus
SLC8A1,Diabetes Mellitus
SPARC,Diabetes Mellitus
SPRR2A,Diabetes Mellitus
SREBF2,Diabetes Mellitus
STAT5A,Diabetes Mellitus
SUV39H1,Diabetes Mellitus
SYT1,Diabetes Mellitus
TFRC,Diabetes Mellitus
TG,Diabetes Mellitus
THBS1,Diabetes Mellitus
TIMP2,Diabetes Mellitus
TIMP3,Diabetes Mellitus
TIMP4,Diabetes Mellitus
TNFRSF1A,Diabetes Mellitus
TPO,Diabetes Mellitus
TRE-TTC3-1,Diabetes Mellitus
TRPC6,Diabetes Mellitus
UMOD,Diabetes Mellitus
VCAM1,Diabetes Mellitus
YY1,Diabetes Mellitus
YWHAZ,Diabetes Mellitus
AIR,Diabetes Mellitus
DDX39B,Diabetes Mellitus
NR4A3,Diabetes Mellitus
OGT,Diabetes Mellitus
DEGS1,Diabetes Mellitus
SOCS1,Diabetes Mellitus
PDE5A,Diabetes Mellitus
TNFRSF6B,Diabetes Mellitus
NAT8,Diabetes Mellitus
FADS2,Diabetes Mellitus
MAP4K4,Diabetes Mellitus
CIR1,Diabetes Mellitus
FGF19,Diabetes Mellitus
DGCR2,Diabetes Mellitus
DDX39A,Diabetes Mellitus
KLRG1,Diabetes Mellitus
DCAF7,Diabetes Mellitus
AKR1A1,Diabetes Mellitus
NSA2,Diabetes Mellitus
AGPAT2,Diabetes Mellitus
IVNS1ABP,Diabetes Mellitus
LBX1,Diabetes Mellitus
BTN2A1,Diabetes Mellitus
SLC7A9,Diabetes Mellitus
MAP4K5,Diabetes Mellitus
PDAP1,Diabetes Mellitus
WDTC1,Diabetes Mellitus
CLEC16A,Diabetes Mellitus
CD2AP,Diabetes Mellitus
DIANPH,Diabetes Mellitus
OR2L2,Diabetes Mellitus
OR7E62P,Diabetes Mellitus
SLC17A5,Diabetes Mellitus
ANGPTL3,Diabetes Mellitus
MCAT,Diabetes Mellitus
CD274,Diabetes Mellitus
GP6,Diabetes Mellitus
MZB1,Diabetes Mellitus
RASD1,Diabetes Mellitus
UBASH3A,Diabetes Mellitus
TLR9,Diabetes Mellitus
CCHCR1,Diabetes Mellitus
DYM,Diabetes Mellitus
TRPM7,Diabetes Mellitus
SLC29A3,Diabetes Mellitus
ACOT13,Diabetes Mellitus
APOM,Diabetes Mellitus
TRPV5,Diabetes Mellitus
TRIB3,Diabetes Mellitus
IL21,Diabetes Mellitus
UBL5,Diabetes Mellitus
IGAN1,Diabetes Mellitus
FN3K,Diabetes Mellitus
GORASP1,Diabetes Mellitus
WNK1,Diabetes Mellitus
NOX5,Diabetes Mellitus
PPP1R3B,Diabetes Mellitus
VTCN1,Diabetes Mellitus
PNPLA3,Diabetes Mellitus
SETD7,Diabetes Mellitus
SLC2A10,Diabetes Mellitus
MTG1,Diabetes Mellitus
FBXO32,Diabetes Mellitus
FOPNL,Diabetes Mellitus
OR10X1,Diabetes Mellitus
OR6K6,Diabetes Mellitus
TMEM18,Diabetes Mellitus
DOCK11,Diabetes Mellitus
TRPM6,Diabetes Mellitus
C2CD4A,Diabetes Mellitus
PLB1,Diabetes Mellitus
GPBAR1,Diabetes Mellitus
SLC35G1,Diabetes Mellitus
ZBTB7C,Diabetes Mellitus
RFX6,Diabetes Mellitus
IFNL3,Diabetes Mellitus
FFAR4,Diabetes Mellitus
ZFP69,Diabetes Mellitus
OR6F1,Diabetes Mellitus
OR10R2,Diabetes Mellitus
NDUFS7,Diabetes Mellitus
SUMO4,Diabetes Mellitus
C2CD4B,Diabetes Mellitus
OR10R3P,Diabetes Mellitus
MIR150,Diabetes Mellitus
MIR155,Diabetes Mellitus
MIR27B,Diabetes Mellitus
OR10J3,Diabetes Mellitus
OR2B3,Diabetes Mellitus
NCF1,Diabetes Mellitus
CCR2,Diabetes Mellitus
AIRN,Diabetes Mellitus
OR3A5P,Diabetes Mellitus
INS,"Diabetes Mellitus, Type Ii, Autosomal Dominant"
INS-IGF2,"Diabetes Mellitus, Type Ii, Autosomal Dominant"
SERPINE1,Diabetic Angiopathies
MOK,Diabetic Angiopathies
THBS1,Diabetic Angiopathies
LINC00914,Diabetic Angiopathies
NAT2,Diabetes
ADCYAP1,Diabetes
ADH1C,Diabetes
ADORA2B,Diabetes
ADRB2,Diabetes
APLNR,Diabetes
AKT2,Diabetes
AMPD1,Diabetes
ANGPT1,Diabetes
ANGPT2,Diabetes
APCS,Diabetes
AR,Diabetes
ARNTL,Diabetes
ATP2A2,Diabetes
ATP2A3,Diabetes
BCL2A1,Diabetes
BCL2L1,Diabetes
BGLAP,Diabetes
BLK,Diabetes
BTC,Diabetes
VPS51,Diabetes
CALCA,Diabetes
CASP3,Diabetes
CASQ1,Diabetes
CD80,Diabetes
ENTPD1,Diabetes
CDK4,Diabetes
CDKN1C,Diabetes
CFTR,Diabetes
CHGA,Diabetes
CLU,Diabetes
COL9A3,Diabetes
COL11A2,Diabetes
CP,Diabetes
CRYZ,Diabetes
CSF2,Diabetes
CSN2,Diabetes
CTSB,Diabetes
CTSL,Diabetes
CYBB,Diabetes
CYP1A1,Diabetes
CYP2B6,Diabetes
CYP2C9,Diabetes
CYP2D6,Diabetes
CYP2J2,Diabetes
CYP3A4,Diabetes
CYP7A1,Diabetes
DDIT3,Diabetes
ECE1,Diabetes
EGFR,Diabetes
EGR1,Diabetes
EIF5A,Diabetes
ERCC4,Diabetes
ESR1,Diabetes
ETV5,Diabetes
F2,Diabetes
F5,Diabetes
ACSL1,Diabetes
FASN,Diabetes
FAT1,Diabetes
FGFR4,Diabetes
MTOR,Diabetes
GAA,Diabetes
GFAP,Diabetes
FFAR1,Diabetes
NR3C1,Diabetes
GSTP1,Diabetes
HBA1,Diabetes
HBA2,Diabetes
HK2,Diabetes
HLA-DPB1,Diabetes
HMGCR,Diabetes
HSPA1A,Diabetes
HSPA1B,Diabetes
HSPB1,Diabetes
IARS,Diabetes
ICAM1,Diabetes
IDDM3,Diabetes
IGFBP1,Diabetes
IGFBP2,Diabetes
IL1R1,Diabetes
IL6R,Diabetes
IL7,Diabetes
IL13,Diabetes
TNFRSF9,Diabetes
IL17A,Diabetes
ITGAM,Diabetes
KCNJ5,Diabetes
KCNN4,Diabetes
KIR3DL1,Diabetes
KNG1,Diabetes
LCK,Diabetes
LCP1,Diabetes
LIG4,Diabetes
LNPEP,Diabetes
SMAD2,Diabetes
MC3R,Diabetes
MMP3,Diabetes
MMP14,Diabetes
MT1A,Diabetes
COX2,Diabetes
ND1,Diabetes
TRNL1,Diabetes
NIDDM2,Diabetes
NRF1,Diabetes
REG3A,Diabetes
PCBD1,Diabetes
PCSK1,Diabetes
PKLR,Diabetes
PLA2G1B,Diabetes
PLTP,Diabetes
PPP1R3C,Diabetes
PRSS1,Diabetes
PTGIS,Diabetes
PTHLH,Diabetes
PTPRD,Diabetes
RAD1,Diabetes
RAF1,Diabetes
RELA,Diabetes
RNASE6,Diabetes
BRD2,Diabetes
ROCK1,Diabetes
RRAD,Diabetes
SORT1,Diabetes
S100A8,Diabetes
S100B,Diabetes
SCD,Diabetes
CXCL5,Diabetes
SELL,Diabetes
SELP,Diabetes
SHC1,Diabetes
SLC5A2,Diabetes
SLC8A1,Diabetes
SOX2,Diabetes
SPARC,Diabetes
SPRR2A,Diabetes
SREBF2,Diabetes
STAT5A,Diabetes
STK11,Diabetes
SUV39H1,Diabetes
SYT1,Diabetes
TG,Diabetes
THBS1,Diabetes
TIMP4,Diabetes
TSPAN8,Diabetes
TNFRSF1A,Diabetes
TNFRSF1B,Diabetes
TPO,Diabetes
TRPC6,Diabetes
TRPM2,Diabetes
UMOD,Diabetes
USF1,Diabetes
VCAM1,Diabetes
VWF,Diabetes
YY1,Diabetes
YWHAZ,Diabetes
AIR,Diabetes
DDX39B,Diabetes
NR4A3,Diabetes
OGT,Diabetes
DEGS1,Diabetes
SOCS1,Diabetes
TNFRSF6B,Diabetes
NR1I2,Diabetes
FADS2,Diabetes
MAP4K4,Diabetes
GDF15,Diabetes
CIR1,Diabetes
FGF19,Diabetes
DGCR2,Diabetes
NAMPT,Diabetes
DDX39A,Diabetes
DCAF7,Diabetes
AKR1A1,Diabetes
NSA2,Diabetes
SLC19A2,Diabetes
IVNS1ABP,Diabetes
LBX1,Diabetes
SLC7A9,Diabetes
TREH,Diabetes
MAP4K5,Diabetes
WDTC1,Diabetes
CD2AP,Diabetes
OR2L2,Diabetes
OR7E62P,Diabetes
BSCL2,Diabetes
ANGPTL3,Diabetes
MCAT,Diabetes
CD274,Diabetes
GP6,Diabetes
MZB1,Diabetes
RASD1,Diabetes
UBASH3A,Diabetes
TLR9,Diabetes
CCHCR1,Diabetes
DYM,Diabetes
TRPM7,Diabetes
SLC29A3,Diabetes
ACOT13,Diabetes
APOM,Diabetes
PNPLA2,Diabetes
TRIB3,Diabetes
IL21,Diabetes
UBL5,Diabetes
IGAN1,Diabetes
FN3K,Diabetes
GORASP1,Diabetes
WNK1,Diabetes
NOX5,Diabetes
NAA16,Diabetes
PPP1R3B,Diabetes
VTCN1,Diabetes
PNPLA3,Diabetes
SETD7,Diabetes
SLC2A10,Diabetes
SLC38A1,Diabetes
MTG1,Diabetes
FBXO32,Diabetes
OR10X1,Diabetes
OR6K6,Diabetes
TMEM18,Diabetes
DOCK11,Diabetes
TRPM6,Diabetes
C2CD4A,Diabetes
PLB1,Diabetes
GPBAR1,Diabetes
SLC35G1,Diabetes
ZBTB7C,Diabetes
JAZF1,Diabetes
ZFP69,Diabetes
OR6F1,Diabetes
OR10R2,Diabetes
ZFP57,Diabetes
NDUFS7,Diabetes
SUMO4,Diabetes
C2CD4B,Diabetes
OR3A4P,Diabetes
MIR150,Diabetes
OR10J3,Diabetes
PLF,Diabetes
NCF1,Diabetes
CCR2,Diabetes
AIRN,Diabetes
MICA,Diabetes
HLA-DQB1,Diabetes in children
HLA-DQB2,Diabetes in children
HNF1A,Diabetes in children
MMP9,Diabetic Foot
VEGFA,Diabetic Foot
SLC9A6,Diabetic Foot
IGF2,Pregnancy in Diabetics
INS,Latent autoimmune diabetes mellitus in adult
FOXP3,Latent autoimmune diabetes mellitus in adult
INS-IGF2,Latent autoimmune diabetes mellitus in adult
INS,Fibrocalculous pancreatic diabetes
INS-IGF2,Fibrocalculous pancreatic diabetes
PCSK1,"Diabetes Insipidus, Neurogenic"
CISD2,"Diabetes Insipidus, Neurogenic"
GSTM1,diabetes mellitus risk
PPARG,diabetes mellitus risk
ADIPOQ,diabetes mellitus risk
HPGDS,diabetes mellitus risk
NAT2,Diabetic Nephropathies
ACTB,Diabetic Nephropathies
ACVRL1,Diabetic Nephropathies
ADRA1D,Diabetic Nephropathies
CDKN2A,Diabetic Nephropathies
CRAT,Diabetic Nephropathies
CTNNB1,Diabetic Nephropathies
DNAH8,Diabetic Nephropathies
F5,Diabetic Nephropathies
GCNT2,Diabetic Nephropathies
GLP1R,Diabetic Nephropathies
HIF1A,Diabetic Nephropathies
ID2,Diabetic Nephropathies
ITGB3,Diabetic Nephropathies
KCNN4,Diabetic Nephropathies
KCNQ1,Diabetic Nephropathies
LRP6,Diabetic Nephropathies
MMP12,Diabetic Nephropathies
TRNT,Diabetic Nephropathies
PDGFA,Diabetic Nephropathies
PLG,Diabetic Nephropathies
PPARA,Diabetic Nephropathies
PRKCA,Diabetic Nephropathies
PTH,Diabetic Nephropathies
S100A9,Diabetic Nephropathies
SNRNP70,Diabetic Nephropathies
SOS1,Diabetic Nephropathies
STAT5A,Diabetic Nephropathies
STAT5B,Diabetic Nephropathies
TALDO1,Diabetic Nephropathies
TIMP3,Diabetic Nephropathies
TKT,Diabetic Nephropathies
VWF,Diabetic Nephropathies
SPHK1,Diabetic Nephropathies
GLYAT,Diabetic Nephropathies
BASP1,Diabetic Nephropathies
NSA2,Diabetic Nephropathies
NFAT5,Diabetic Nephropathies
EXOSC4,Diabetic Nephropathies
NAA16,Diabetic Nephropathies
SLC38A1,Diabetic Nephropathies
SLC9C1,Diabetic Nephropathies
POTEF,Diabetic Nephropathies
MNX1,Neonatal diabetes mellitus
NEUROD1,Neonatal diabetes mellitus
HNF1A,Neonatal diabetes mellitus
KLF11,Neonatal diabetes mellitus
NEUROG3,Neonatal diabetes mellitus
IER3IP1,Neonatal diabetes mellitus
PTF1A,Neonatal diabetes mellitus
APOB,Insulin resistance syndrome
CD59,Insulin resistance syndrome
CETP,Insulin resistance syndrome
ACE,Insulin resistance syndrome
IRS1,Insulin resistance syndrome
MTTP,Insulin resistance syndrome
ENPP1,Insulin resistance syndrome
TNF,Insulin resistance syndrome
WARS,Insulin resistance syndrome
ADIPOR1,Insulin resistance syndrome
ADIPOR2,Insulin resistance syndrome
EDN1,Proliferative diabetic retinopathy
ETV5,Proliferative diabetic retinopathy
FGF2,Proliferative diabetic retinopathy
FN1,Proliferative diabetic retinopathy
ICAM1,Proliferative diabetic retinopathy
IL6,Proliferative diabetic retinopathy
LOX,Proliferative diabetic retinopathy
MMP2,Proliferative diabetic retinopathy
NOS3,Proliferative diabetic retinopathy
SERPINE1,Proliferative diabetic retinopathy
REN,Proliferative diabetic retinopathy
TNF,Proliferative diabetic retinopathy
VWF,Proliferative diabetic retinopathy
APOB,Mason-Type Diabetes
CEL,Mason-Type Diabetes
CRP,Mason-Type Diabetes
GCG,Mason-Type Diabetes
HK1,Mason-Type Diabetes
FOXA2,Mason-Type Diabetes
KCNJ11,Mason-Type Diabetes
PLCG1,Mason-Type Diabetes
PSMD9,Mason-Type Diabetes
SLC2A1,Mason-Type Diabetes
APOM,Mason-Type Diabetes
ARHGAP1,"Diabetes Insipidus, Nephrogenic"
COX8A,"Diabetes Insipidus, Nephrogenic"
VEGFA,Nonproliferative diabetic retinopathy
VEGFC,Diabetic macular edema
PDHX,"Maturity-Onset Diabetes of the Young, Type 4"
HGF,Diabetic Neuropathies
CFTR,Pancreatic disorders (not diabetes)
KRT8,Pancreatic disorders (not diabetes)
SPINK1,Pancreatic disorders (not diabetes)
ABCA1,"Diabetes Mellitus, Type 1"
ADM,"Diabetes Mellitus, Type 1"
ADORA1,"Diabetes Mellitus, Type 1"
ADRA1D,"Diabetes Mellitus, Type 1"
ANXA1,"Diabetes Mellitus, Type 1"
APC,"Diabetes Mellitus, Type 1"
FAS,"Diabetes Mellitus, Type 1"
ATM,"Diabetes Mellitus, Type 1"
C3,"Diabetes Mellitus, Type 1"
CD1B,"Diabetes Mellitus, Type 1"
MS4A1,"Diabetes Mellitus, Type 1"
COL9A3,"Diabetes Mellitus, Type 1"
CRAT,"Diabetes Mellitus, Type 1"
CREM,"Diabetes Mellitus, Type 1"
CYP2E1,"Diabetes Mellitus, Type 1"
DHCR7,"Diabetes Mellitus, Type 1"
DNTT,"Diabetes Mellitus, Type 1"
GPR183,"Diabetes Mellitus, Type 1"
ESR1,"Diabetes Mellitus, Type 1"
F11,"Diabetes Mellitus, Type 1"
FCGR1A,"Diabetes Mellitus, Type 1"
FCN2,"Diabetes Mellitus, Type 1"
FOXM1,"Diabetes Mellitus, Type 1"
GC,"Diabetes Mellitus, Type 1"
GCHFR,"Diabetes Mellitus, Type 1"
GCLC,"Diabetes Mellitus, Type 1"
GZMB,"Diabetes Mellitus, Type 1"
HSD17B4,"Diabetes Mellitus, Type 1"
HSPA2,"Diabetes Mellitus, Type 1"
HSP90AA1,"Diabetes Mellitus, Type 1"
IAPP,"Diabetes Mellitus, Type 1"
IDDM9,"Diabetes Mellitus, Type 1"
IFNA2,"Diabetes Mellitus, Type 1"
KLRD1,"Diabetes Mellitus, Type 1"
RPSA,"Diabetes Mellitus, Type 1"
LBR,"Diabetes Mellitus, Type 1"
LDLR,"Diabetes Mellitus, Type 1"
LPA,"Diabetes Mellitus, Type 1"
LRP6,"Diabetes Mellitus, Type 1"
MMP3,"Diabetes Mellitus, Type 1"
MMP12,"Diabetes Mellitus, Type 1"
MNAT1,"Diabetes Mellitus, Type 1"
SERPINE1,"Diabetes Mellitus, Type 1"
MAPK1,"Diabetes Mellitus, Type 1"
PROC,"Diabetes Mellitus, Type 1"
PSMD7,"Diabetes Mellitus, Type 1"
RPS26,"Diabetes Mellitus, Type 1"
CLIP1,"Diabetes Mellitus, Type 1"
S100A8,"Diabetes Mellitus, Type 1"
SELE,"Diabetes Mellitus, Type 1"
SLC2A2,"Diabetes Mellitus, Type 1"
SLC22A3,"Diabetes Mellitus, Type 1"
SLC22A2,"Diabetes Mellitus, Type 1"
SPRR2A,"Diabetes Mellitus, Type 1"
TRGV3,"Diabetes Mellitus, Type 1"
TJP1,"Diabetes Mellitus, Type 1"
VWF,"Diabetes Mellitus, Type 1"
CLIP2,"Diabetes Mellitus, Type 1"
CDR3,"Diabetes Mellitus, Type 1"
TP63,"Diabetes Mellitus, Type 1"
IDDM17,"Diabetes Mellitus, Type 1"
TNFRSF10A,"Diabetes Mellitus, Type 1"
CDK5R1,"Diabetes Mellitus, Type 1"
ARHGEF2,"Diabetes Mellitus, Type 1"
EIF2AK3,"Diabetes Mellitus, Type 1"
LITAF,"Diabetes Mellitus, Type 1"
RAPGEF5,"Diabetes Mellitus, Type 1"
DDX39A,"Diabetes Mellitus, Type 1"
DCAF7,"Diabetes Mellitus, Type 1"
RABEPK,"Diabetes Mellitus, Type 1"
GLYAT,"Diabetes Mellitus, Type 1"
LANCL1,"Diabetes Mellitus, Type 1"
TUBB4B,"Diabetes Mellitus, Type 1"
HPSE,"Diabetes Mellitus, Type 1"
EBNA1BP2,"Diabetes Mellitus, Type 1"
SLC7A9,"Diabetes Mellitus, Type 1"
WDHD1,"Diabetes Mellitus, Type 1"
SIRT1,"Diabetes Mellitus, Type 1"
LMOD1,"Diabetes Mellitus, Type 1"
ACAD8,"Diabetes Mellitus, Type 1"
HPGDS,"Diabetes Mellitus, Type 1"
TRBV20-1,"Diabetes Mellitus, Type 1"
TRBC1,"Diabetes Mellitus, Type 1"
DEXI,"Diabetes Mellitus, Type 1"
MBL3P,"Diabetes Mellitus, Type 1"
NEUROG3,"Diabetes Mellitus, Type 1"
IL17D,"Diabetes Mellitus, Type 1"
KRT20,"Diabetes Mellitus, Type 1"
MYDGF,"Diabetes Mellitus, Type 1"
ACKR3,"Diabetes Mellitus, Type 1"
VTCN1,"Diabetes Mellitus, Type 1"
UPK3B,"Diabetes Mellitus, Type 1"
CDCA5,"Diabetes Mellitus, Type 1"
FOPNL,"Diabetes Mellitus, Type 1"
OR14L1P,"Diabetes Mellitus, Type 1"
HFM1,"Diabetes Mellitus, Type 1"
PTCRA,"Diabetes Mellitus, Type 1"
OR10A4,"Diabetes Mellitus, Type 1"
C1orf228,"Diabetes Mellitus, Type 1"
ZFP57,"Diabetes Mellitus, Type 1"
RPS26P47,"Diabetes Mellitus, Type 1"
BW22,"Diabetes Mellitus, Type 1"
LOC101929876,"Diabetes Mellitus, Type 1"
ARHGAP4,"DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED"
VCAM1,"DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED"
VPS51,Diabetic Retinopathy
CD36,Diabetic Retinopathy
CHN2,Diabetic Retinopathy
CNR1,Diabetic Retinopathy
CYP27B1,Diabetic Retinopathy
FLT1,Diabetic Retinopathy
GFER,Diabetic Retinopathy
UTS2R,Diabetic Retinopathy
GSTM1,Diabetic Retinopathy
GSTT1,Diabetic Retinopathy
CFH,Diabetic Retinopathy
ID2,Diabetic Retinopathy
LPA,Diabetic Retinopathy
LRP6,Diabetic Retinopathy
PDR,Diabetic Retinopathy
PRKCD,Diabetic Retinopathy
REN,Diabetic Retinopathy
RENBP,Diabetic Retinopathy
UCP2,Diabetic Retinopathy
VEGFC,Diabetic Retinopathy
KMT2D,Diabetic Retinopathy
SLC14A2,Diabetic Retinopathy
NRP1,Diabetic Retinopathy
AKR1A1,Diabetic Retinopathy
CAPN10,Diabetic Retinopathy
GP6,Diabetic Retinopathy
HS6ST3,Diabetic Retinopathy
NANOS3,Diabetic Retinopathy
INS,Diabetes in youth
INS-IGF2,Diabetes in youth
HNF4A,autoimmune diabetes
IL1A,autoimmune diabetes
IL2RA,autoimmune diabetes
LAD1,autoimmune diabetes
NFKB1,autoimmune diabetes
HNF1A,autoimmune diabetes
TCF7L2,autoimmune diabetes
TNF,autoimmune diabetes
SLC30A10,autoimmune diabetes
SLC30A8,autoimmune diabetes
MICA,autoimmune diabetes
AKR1B1,Diabetic microangiopathy
INS,Diabetic microangiopathy
INS-IGF2,Diabetic microangiopathy
INSR,"Diabetes Mellitus, Lipoatrophic"
MMP9,Diabetic foot ulcer
VEGFA,Diabetic foot ulcer
SERPINA3,"Diabetes Mellitus, Type 2"
ACAA1,"Diabetes Mellitus, Type 2"
ACTG1,"Diabetes Mellitus, Type 2"
ACTG2,"Diabetes Mellitus, Type 2"
ADRA1A,"Diabetes Mellitus, Type 2"
APLNR,"Diabetes Mellitus, Type 2"
AMH,"Diabetes Mellitus, Type 2"
ANXA6,"Diabetes Mellitus, Type 2"
AOC2,"Diabetes Mellitus, Type 2"
AQP9,"Diabetes Mellitus, Type 2"
BMI1,"Diabetes Mellitus, Type 2"
BRCA2,"Diabetes Mellitus, Type 2"
BRS3,"Diabetes Mellitus, Type 2"
CAPN5,"Diabetes Mellitus, Type 2"
CACNA1D,"Diabetes Mellitus, Type 2"
CAD,"Diabetes Mellitus, Type 2"
CALD1,"Diabetes Mellitus, Type 2"
CD40LG,"Diabetes Mellitus, Type 2"
CD44,"Diabetes Mellitus, Type 2"
CISH,"Diabetes Mellitus, Type 2"
CRK,"Diabetes Mellitus, Type 2"
CRYZ,"Diabetes Mellitus, Type 2"
MAPK14,"Diabetes Mellitus, Type 2"
CST3,"Diabetes Mellitus, Type 2"
CX3CR1,"Diabetes Mellitus, Type 2"
CYP19A1,"Diabetes Mellitus, Type 2"
DFFB,"Diabetes Mellitus, Type 2"
DHCR7,"Diabetes Mellitus, Type 2"
ELAVL2,"Diabetes Mellitus, Type 2"
ERBB4,"Diabetes Mellitus, Type 2"
FAAH,"Diabetes Mellitus, Type 2"
FANCD2,"Diabetes Mellitus, Type 2"
FASN,"Diabetes Mellitus, Type 2"
FBN1,"Diabetes Mellitus, Type 2"
FGFR4,"Diabetes Mellitus, Type 2"
FHIT,"Diabetes Mellitus, Type 2"
GHR,"Diabetes Mellitus, Type 2"
GRK5,"Diabetes Mellitus, Type 2"
GRB10,"Diabetes Mellitus, Type 2"
HRAS,"Diabetes Mellitus, Type 2"
HSPA2,"Diabetes Mellitus, Type 2"
IL1R1,"Diabetes Mellitus, Type 2"
IL5,"Diabetes Mellitus, Type 2"
IRAK1,"Diabetes Mellitus, Type 2"
KCNJ6,"Diabetes Mellitus, Type 2"
KEL,"Diabetes Mellitus, Type 2"
LAD1,"Diabetes Mellitus, Type 2"
LRP1,"Diabetes Mellitus, Type 2"
MCM2,"Diabetes Mellitus, Type 2"
MEFV,"Diabetes Mellitus, Type 2"
MSD,"Diabetes Mellitus, Type 2"
RNR2,"Diabetes Mellitus, Type 2"
MUTYH,"Diabetes Mellitus, Type 2"
NDUFA2,"Diabetes Mellitus, Type 2"
OLR1,"Diabetes Mellitus, Type 2"
REG3A,"Diabetes Mellitus, Type 2"
PAX5,"Diabetes Mellitus, Type 2"
PCNA,"Diabetes Mellitus, Type 2"
PFKM,"Diabetes Mellitus, Type 2"
SLC25A3,"Diabetes Mellitus, Type 2"
PLA2G2A,"Diabetes Mellitus, Type 2"
PLCG1,"Diabetes Mellitus, Type 2"
MAPK1,"Diabetes Mellitus, Type 2"
PSEN1,"Diabetes Mellitus, Type 2"
RENBP,"Diabetes Mellitus, Type 2"
RFC2,"Diabetes Mellitus, Type 2"
RPS6KB1,"Diabetes Mellitus, Type 2"
RXRA,"Diabetes Mellitus, Type 2"
SLC2A3,"Diabetes Mellitus, Type 2"
SLC5A1,"Diabetes Mellitus, Type 2"
SST,"Diabetes Mellitus, Type 2"
SSTR4,"Diabetes Mellitus, Type 2"
STAT3,"Diabetes Mellitus, Type 2"
STAT5A,"Diabetes Mellitus, Type 2"
TCF4,"Diabetes Mellitus, Type 2"
TRH,"Diabetes Mellitus, Type 2"
UCHL1,"Diabetes Mellitus, Type 2"
UGT2B15,"Diabetes Mellitus, Type 2"
BEST1,"Diabetes Mellitus, Type 2"
XBP1,"Diabetes Mellitus, Type 2"
NELFE,"Diabetes Mellitus, Type 2"
AIMP2,"Diabetes Mellitus, Type 2"
HMGA2,"Diabetes Mellitus, Type 2"
PLA2G6,"Diabetes Mellitus, Type 2"
APOL1,"Diabetes Mellitus, Type 2"
DGAT1,"Diabetes Mellitus, Type 2"
IL18R1,"Diabetes Mellitus, Type 2"
PER2,"Diabetes Mellitus, Type 2"
SPHK1,"Diabetes Mellitus, Type 2"
LPAR2,"Diabetes Mellitus, Type 2"
XPR1,"Diabetes Mellitus, Type 2"
KL,"Diabetes Mellitus, Type 2"
GRAP2,"Diabetes Mellitus, Type 2"
ABCG2,"Diabetes Mellitus, Type 2"
